totalnumber,identifier,rssi,snr,biterrors
935,01220_035t,-113,1,0
936,01220_036t,-111,2,0
937,01220_037t,-111,3,0
938,01220_038t,-112,3,0
939,01220_039t,-112,2,0
940,01220_040t,-112,2,0
941,01220_041t,-113,2,0
942,01220_042t,-113,2,0
943,01220_043t,-111,2,0
944,01220_044t,-112,3,0
945,01220_045t,-112,2,0
946,01220_046t,-112,1,0
947,01220_047t,-113,1,0
948,01220_048t,-114,2,0
949,01220_049t,-117,-2,0
950,01230_000t,-113,0,0
951,01230_001t,-117,-2,0
952,01230_002t,-119,-3,0
953,01230_003t,-113,1,0
954,01230_004t,-114,0,0
955,01230_005t,-112,2,0
956,01230_006t,-112,2,0
957,01230_007t,-112,2,0
958,01230_008t,-112,2,0
959,01230_009t,-113,2,0
960,01230_010t,-113,1,0
961,01230_011t,-112,2,0
962,01230_012t,-113,2,0
963,01230_013t,-113,2,0
964,01230_014t,-113,2,0
965,01230_015t,-112,2,0
966,01230_016t,-111,2,0
967,01230_017t,-111,4,0
968,01230_018t,-111,3,0
969,01230_019t,-114,1,0
970,01230_020t,-111,3,0
971,01230_021t,-112,2,0
972,01230_022t,-112,2,0
973,01230_023t,-112,2,0
974,01230_024t,-111,2,0
975,01230_025t,-112,2,0
976,01230_026t,-113,0,0
977,01230_027t,-115,-1,0
978,01230_028t,-115,-1,0
979,01230_029t,-113,1,0
980,01230_030t,-118,-2,0
981,01230_031t,-114,1,0
982,01230_032t,-115,-1,0
983,01230_033t,-114,1,0
984,01230_034t,-117,-2,0
985,01230_035t,-123,-7,0
986,01230_036t,-116,-2,0
987,01230_037t,-114,0,0
988,01230_038t,-119,-4,0
989,01230_039t,-119,-3,0
990,01230_040t,-115,-1,0
991,01230_041t,-113,1,0
992,01230_042t,-119,-3,0
993,01230_043t,-116,-2,0
994,01230_044t,-116,-1,0
995,01230_045t,-115,-1,0
996,01230_046t,-117,-2,0
997,01230_047t,-114,0,0
998,01230_048t,-114,0,0
999,01230_049t,-114,0,0
1000,01400_000t,-114,1,0
1001,01400_001t,-112,1,0
1002,01400_002t,-113,2,0
1003,01400_003t,-113,1,0
1004,01400_004t,-113,1,0
1005,01400_005t,-113,1,0
1006,01400_006t,-114,1,0
1007,01400_007t,-114,0,0
1008,01400_008t,-117,-2,0
1009,01400_009t,-120,-4,0
1010,01400_010t,-116,-1,0
1011,01400_011t,-117,-2,0
1012,01400_012t,-115,0,0
1013,01400_013t,-114,0,0
1014,01400_014t,-114,1,0
1015,01400_015t,-115,-1,0
1016,01400_016t,-114,1,0
1017,01400_017t,-114,0,0
1018,01400_018t,-116,-1,0
1019,01400_019t,-115,-1,0
1020,01400_020t,-116,-1,0
1021,01400_021t,-117,-2,0
1022,01400_022t,-115,-1,0
1023,01400_023t,-115,0,0
1024,01400_024t,-115,-1,0
1025,01400_025t,-114,0,0
1026,01400_026t,-115,0,0
1027,01400_027t,-116,-1,0
1028,01400_028t,-115,-1,0
1029,01400_029t,-114,0,0
1030,01400_030t,-114,0,0
1031,01400_031t,-114,0,0
1032,01400_032t,-115,0,0
1033,01400_033t,-114,0,0
1034,01400_034t,-113,1,0
1035,01400_035t,-114,0,0
1036,01400_036t,-115,0,0
1037,01400_037t,-113,1,0
1038,01400_038t,-113,1,0
1039,01400_039t,-116,-1,0
1040,01400_040t,-115,0,0
1041,01400_041t,-114,0,0
1042,01400_042t,-114,0,0
1043,01400_043t,-113,-8,0
1044,01400_044t,-115,0,0
1045,01400_045t,-113,2,0
1046,01400_046t,-114,1,0
1047,01400_047t,-114,1,0
1048,01400_048t,-116,-1,0
1049,01400_049t,-114,1,0
1050,01410_000t,-118,-3,0
1051,01410_001t,-116,-1,0
1052,01410_002t,-114,-1,0
1053,01410_003t,-113,1,0
1054,01410_004t,-116,-1,0
1055,01410_005t,-114,1,0
1056,01410_006t,-113,1,0
1057,01410_007t,-113,2,0
1058,01410_008t,-113,1,0
1059,01410_009t,-113,1,0
1060,01410_010t,-113,2,0
1061,01410_011t,-112,1,0
1062,01410_012t,-112,2,0
1063,01410_013t,-112,1,0
1064,01410_014t,-113,1,0
1065,01410_015t,-112,2,0
1066,01410_016t,-112,1,0
1067,01410_017t,-113,1,0
1068,01410_018t,-112,1,0
1069,01410_019t,-112,2,0
1070,01410_020t,-113,1,0
1071,01410_021t,-113,1,0
1072,01410_022t,-112,2,0
1073,01410_023t,-113,1,0
1074,01410_024t,-118,-3,0
1075,01410_025t,-115,-1,0
1076,01410_026t,-116,-1,0
1077,01410_027t,-114,0,0
1078,01410_028t,-112,1,0
1079,01410_029t,-113,1,0
1080,01410_030t,-114,1,0
1081,01410_031t,-113,1,0
1082,01410_032t,-113,1,0
1083,01410_033t,-114,0,0
1084,01410_034t,-113,1,0
1085,01410_035t,-112,2,0
1086,01410_036t,-112,1,0
1087,01410_037t,-115,-1,0
1088,01410_038t,-113,1,0
1089,01410_039t,-114,0,0
1090,01410_040t,-114,1,0
1091,01410_041t,-112,1,0
1092,01410_042t,-113,1,0
1093,01410_043t,-114,0,0
1094,01410_044t,-113,0,0
1095,01410_045t,-117,-2,0
1096,01410_046t,-115,-1,0
1097,01410_047t,-113,1,0
1098,01410_048t,-113,1,0
1099,01410_049t,-114,0,0
1100,01420_000t,-113,1,0
1101,01420_001t,-113,0,0
1102,01420_002t,-116,-1,0
1103,01420_003t,-117,-2,0
1104,01420_004t,-115,-1,0
1105,01420_005t,-112,0,0
1106,01420_006t,-113,0,0
1107,01420_007t,-114,0,0
1108,01420_008t,-113,0,0
1109,01420_009t,-112,1,0
1110,01420_010t,-112,2,0
1111,01420_011t,-113,1,0
1112,01420_012t,-112,1,0
1113,01420_013t,-113,1,0
1114,01420_014t,-111,2,0
1115,01420_015t,-112,1,0
1116,01420_016t,-111,2,0
1117,01420_017t,-112,2,0
1118,01420_018t,-112,1,0
1119,01420_019t,-113,1,0
1120,01420_020t,-112,1,0
1121,01420_021t,-113,1,0
1122,01420_022t,-112,1,0
1123,01420_023t,-115,-1,0
1124,01420_024t,-113,1,0
1125,01420_025t,-114,0,0
1126,01420_026t,-114,0,0
1127,01420_027t,-113,1,0
1128,01420_028t,-113,1,0
1129,01420_029t,-112,2,0
1130,01420_030t,-113,1,0
1131,01420_031t,-113,1,0
1132,01420_032t,-113,1,0
1133,01420_033t,-111,2,0
1134,01420_034t,-112,2,0
1135,01420_035t,-111,2,0
1136,01420_036t,-112,2,0
1137,01420_037t,-111,3,0
1138,01420_038t,-111,1,0
1139,01420_039t,-112,2,0
1140,01420_040t,-111,2,0
1141,01420_041t,-111,1,0
1142,01420_042t,-112,2,0
1143,01420_043t,-112,2,0
1144,01420_044t,-112,1,0
1145,01420_045t,-112,1,0
1146,01420_046t,-111,2,0
1147,01420_047t,-112,2,0
1148,01420_048t,-112,2,0
1149,01420_049t,-112,1,0
1150,01430_000t,-111,3,0
1151,01430_001t,-113,1,0
1152,01430_002t,-114,0,0
1153,01430_003t,-113,0,0
1154,01430_004t,-113,1,0
1155,01430_005t,-114,1,0
1156,01430_006t,-113,1,0
1157,01430_007t,-114,1,0
1158,01430_008t,-114,1,0
1159,01430_009t,-113,2,0
1160,01430_010t,-113,1,0
1161,01430_011t,-113,1,0
1162,01430_012t,-112,1,0
1163,01430_013t,-113,1,0
1164,01430_014t,-113,1,0
1165,01430_015t,-113,1,0
1166,01430_016t,-113,1,0
1167,01430_017t,-113,1,0
1168,01430_018t,-113,1,0
1169,01430_019t,-111,0,0
1170,01430_020t,-114,1,0
1171,01430_021t,-113,1,0
1172,01430_022t,-113,1,0
1173,01430_023t,-113,1,0
1174,01430_024t,-113,1,0
1175,01430_025t,-113,1,0
1176,01430_026t,-115,-1,0
1177,01430_027t,-116,-1,0
1178,01430_028t,-120,-4,0
1179,01430_029t,-115,-1,0
1180,01430_030t,-118,-3,0
1181,01430_031t,-113,0,0
1182,01430_032t,-113,1,0
1183,01430_033t,-113,1,0
1184,01430_034t,-113,1,0
1185,01430_035t,-113,0,0
1186,01430_036t,-112,1,0
1187,01430_037t,-113,1,0
1188,01430_038t,-113,1,0
1189,01430_039t,-112,2,0
1190,01430_040t,-112,2,0
1191,01430_041t,-112,2,0
1192,01430_042t,-111,2,0
1193,01430_043t,-112,2,0
1194,01430_044t,-112,1,0
1195,01430_045t,-111,3,0
1196,01430_046t,-112,2,0
1197,01430_047t,-112,1,0
1198,01430_048t,-112,1,0
1199,01430_049t,-113,2,0
